Plateau,start_index,end_index,avg_voltage,start_time,end_time,duration_s
399,5901849,5902435,0.974443373817108,0.05901849,0.05902435,5.8600000000033625e-06
400,5905194,5905767,0.9753580794895623,0.059051940000000004,0.05905767,5.729999999995461e-06
401,5906852,5907426,0.9748317293176914,0.05906852,0.05907426,5.740000000004075e-06
402,5913521,5914091,0.975394149961467,0.05913521,0.05914091,5.699999999997374e-06
403,5918518,5919142,0.9718830179601907,0.059185180000000004,0.05919142,6.239999999997636e-06
404,5920197,5920788,0.9736619318526307,0.05920197,0.059207880000000004,5.9100000000048e-06
406,5930207,5930758,0.9784977025187075,0.05930207,0.05930758,5.510000000000237e-06
407,5931865,5932466,0.9739085350199557,0.05931865,0.05932466,6.010000000000737e-06
408,5938528,5939098,0.9763757995608705,0.05938528,0.05939098,5.700000000004313e-06
409,5948531,5949102,0.9754641711143239,0.05948531,0.05949102,5.709999999999049e-06
410,5950201,5950750,0.9777254284988157,0.05950201,0.0595075,5.489999999996886e-06
412,5968538,5969098,0.9773287893816208,0.05968538,0.059690980000000005,5.600000000001437e-06
413,5973538,5974055,0.9795913327949186,0.059735380000000005,0.05974055,5.169999999998787e-06
414,5975209,5975793,0.9752574665052021,0.05975209,0.05975793,5.840000000000012e-06
416,6003555,6004109,0.9770962422986322,0.06003555,0.06004109,5.539999999998324e-06
417,6008553,6009108,0.9777010978784131,0.06008553,0.06009108,5.549999999999999e-06
418,6015216,6015778,0.9766271341094569,0.06015216,0.06015778,5.619999999997849e-06
