Plateau,avg_voltage,G_avg,n_candidate,interesting,R_unknown
400,0.9753580794895623,1.305787377823906e-06,1,False,326.0736558907128
401,0.9748317293176914,1.369187655499847e-06,1,False,333.2183933225109
402,0.975394149961467,1.3308054513773276e-06,1,False,325.5843135015019
403,0.9718830179601907,1.5729306169426447e-06,1,False,373.38765587940736
404,0.9736619318526307,1.3947463718877017e-06,1,False,349.1250195252501
405,0.6167757907260719,4.874407538674874e-05,1,False,8019.196664712713
406,0.9784977025187075,1.192966836114521e-06,1,False,283.6157220341981
407,0.9739085350199557,1.4140813248294718e-06,1,False,345.76858998739175
408,0.9763757995608705,1.241275195530125e-06,1,False,312.2808541493616
409,0.9754641711143239,1.3225819085167708e-06,1,False,324.6344897306179
410,0.9777254284988157,1.2173211335369055e-06,1,False,294.03409619885906
411,0.6096590181736011,4.9305721437817536e-05,1,False,8263.46884652465
412,0.9773287893816208,1.2375770356856582e-06,1,False,299.3913619038271
413,0.9795913327949186,1.075620651894311e-06,1,False,268.8901889131342
414,0.9752574665052021,1.3871616777816245e-06,1,False,327.43879185323175
415,0.6032456534077473,5.016569690895437e-05,1,False,8488.534894014094
416,0.9770962422986322,1.1993748797223937e-06,1,False,302.5343165014827
417,0.9777010978784131,1.2044812316057343e-06,1,False,294.36259623080656
418,0.9766271341094569,1.2918231619957822e-06,1,False,308.8790316863729
419,0.6176423526001127,4.860395819065347e-05,1,False,7989.83772030608
